university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
"Birkbeck, University of London",Criminology and Criminal Justice,BSc (Hons),56511,3,N/A,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/criminology-and-criminal-justice
Bangor University,Criminology and Criminal Justice,BA (Hons),,3,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/criminology-and-criminal-justice-4f1806ab-b493-4c84-b612-47747bb6ac2d
Keele University,Criminology and Criminal Justice,MA,,1,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/criminology-and-criminal-justice-25ddabd6-b071-4d16-ad59-a7aab449f0d0
University of Gdansk,Criminology and Criminal Justice,BA,,3,N/A,"Gdansk, Poland",https://www.study.eu/university/university-of-gdansk/ba-criminology-and-criminal-justice
University of Greenwich,Criminology and Criminal Justice,BA (Hons),65189,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ba-hons-criminology-and-criminal-justice
University of Sussex,Criminology and Criminal Justice,MA,,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-criminology-and-criminal-justice
University of Greenwich,Criminology and Criminal Psychology,MSc,21931,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/msc-criminology-and-criminal-psychology
University of Greenwich,Criminology and Criminal Psychology,BSc (Hons),65189,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/bsc-hons-criminology-and-criminal-psychology
Keele University,Criminology and History,BA (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/criminology-and-history
The Open University,Criminology and Law,BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/criminology-and-law
The Open University,Criminology and Psychology,BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/criminology-and-psychology
Keele University,Criminology and Psychology,BSc (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/criminology-and-psychology-6bb490f9-894e-4887-be56-4a778093d6f0
Cardiff University,Criminology and Social Policy,BSc (Hons),68418,3,N/A,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/criminology-and-social-policy
The Open University,Criminology and Sociology,BA (Hons),,,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/criminology-and-sociology
Keele University,Criminology and Sociology,BA (Hons),,3,N/A,"Keele, United Kingdom",https://www.study.eu/university/keele-university/criminology-and-sociology-f14588f5-ff8c-4425-a7e8-724f057c37de
University of Sussex,Criminology and Sociology,BA (Hons),,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-criminology-and-sociology
Middlesex University London,Criminology (Criminal Justice),BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/criminology-criminal-justice
University College Dublin (UCD),Criminology & Criminal Justice,LLM,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/criminology-criminal-justice-78e7d6f7-6f98-4fa3-854c-ce852c7d051f
Bangor University,Criminology & Criminal Justice and Italian,BA (Hons),,4,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/criminology-criminal-justice-and-italian
Bangor University,Criminology & Criminal Justice and Psychology,BA (Hons),,3,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/criminology-criminal-justice-and-psychology
Bangor University,Criminology & Criminal Justice and Spanish,BA (Hons),,4,N/A,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/criminology-criminal-justice-and-spanish
University of Greenwich,"Criminology, Gender and Sexualities",MSc,21931,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/msc-criminology-gender-and-sexualities
Middlesex University London,Criminology (Policing),BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/criminology-policing
University of Essex,Criminology with Counselling Skills,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-criminology-with-counselling-skills
University of Essex,Criminology with Criminal Law,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-criminology-with-criminal-law
Middlesex University London,Criminology with Forensic Psychology,MSc,18164,1,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/criminology-with-forensic-psychology
University of Westminster,Criminology with Foundation,BA (Hons),94723,4,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/ba-hons-criminology-with-foundation
University of Derby,Criminology with Foundation Year,BSc (Hons),,4,N/A,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/criminology-with-foundation-year
Middlesex University London,Criminology with Psychology,BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/criminology-with-psychology
De Montfort University,Criminology with Psychology,BA (Hons),,3,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/criminology-with-psychology-18580
University of Sussex,Criminology with Psychology,BA (Hons),,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ba-hons-criminology-with-psychology
University of Essex,Criminology with Social Psychology,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-criminology-with-social-psychology
Middlesex University London,Criminology (Youth Justice),BA,50456,3,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/criminology-youth-justice
University of Žilina,Crisis Management,Bachelor,,3,N/A,"Žilina, Slovakia",https://www.study.eu/university/university-of-zilina/bachelor-crisis-management
University of Žilina,Crisis Management,Master,,2,N/A,"Žilina, Slovakia",https://www.study.eu/university/university-of-zilina/master-crisis-management
Umeå University,Crisis Management and Peacebuilding,Master,,2,N/A,"Umeå, Sweden",https://www.study.eu/university/umea-university/crisis-management-and-peacebuilding
Maynooth University,Critical And Creative Media,MA,,,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/critical-and-creative-media
Queen Mary University of London,Critical Care,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/queen-mary-university-of-london/critical-care
University College Dublin (UCD),Critical Care Nursing,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/critical-care-nursing
Queen Mary University of London,Critical Care (Online),MSc,,1,N/A,United Kingdom – programme delivered online,https://www.study.eu/university/queen-mary-university-of-london/msc-critical-care-online
ArtEZ University of the Arts,Critical Fashion Practices,Master,,2,N/A,"Arnhem, Netherlands",https://www.study.eu/university/artez-university-of-the-arts/master-critical-fashion-practices
University College Dublin (UCD),Critical Geographies: Power & Inequality,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/critical-geographies-power-inequality
Design Academy Eindhoven,Critical Inquiry Lab,MA,,2,N/A,"Eindhoven, Netherlands",https://www.study.eu/university/design-academy-eindhoven/ma-critical-inquiry-lab
University of the Arts London,Critical Practice in Fashion Media,BA (Hons),,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/critical-practice-in-fashion-media
VU Amsterdam,Critical Studies in Art and Culture,Master,,2,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-critical-studies-in-art-and-culture
King's College London,Critical Theory,MA,,1,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/critical-theory
University of Basel,Critical Urbanisms,MA,,,N/A,"Basel, Switzerland",https://www.study.eu/university/university-of-basel/ma-critical-urbanisms
University of Göttingen,Crop Protection,MSc,,2,N/A,"Göttingen, Germany",https://www.study.eu/university/university-of-gottingen/crop-protection
University of Milan,Crops and Plant Sciences,Master,,2,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/crops-and-plant-sciences
University of Hohenheim,Crop Sciences,MSc,,2,N/A,"Stuttgart, Germany",https://www.study.eu/university/university-of-hohenheim/crop-sciences
University of Dundee,Cross-Border Disputes LLM,LLM,73262,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/llm-cross-border-disputes-llm
University of Applied Arts Vienna,"Cross-Disciplinary Strategies – Applied Studies in Art, Science, Philosophy and Global Challenges",MA,,2,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-applied-arts-vienna/ma-cross-disciplinary-strategies-applied-studies-in-art-scie
University of Applied Arts Vienna,"Cross-Disciplinary Strategies – Applied Studies in Art, Science, Philosophy, and Global Challenges",BA,,4,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-applied-arts-vienna/ba-cross-disciplinary-strategies-applied-studies-in-art-scie
Tallinn University,Crossmedia,Bachelor,16182,3,N/A,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university/bachelor-crossmedia
University of St Andrews,Crossways in Cultural Narratives Erasmus Mundus,MLitt,,2,N/A,"St Andrews, United Kingdom",https://www.study.eu/university/university-of-st-andrews/crossways-in-cultural-narratives-erasmus-mundus
Wrocław University of Science and Technology,Cryptography and Computer Security,MA,,1.5,N/A,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/cryptography-and-computer-security
Technische Universität Braunschweig,CSE: Computational Sciences in Engineering,Master,,2,N/A,"Braunschweig, Germany",https://www.study.eu/university/technische-universitat-braunschweig/master-cse-computational-sciences-in-engineering
Munster Technological University,Culinary Arts,Bachelor,,3,N/A,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/culinary-arts
Atlantic Technological University,Culinary Arts,BA,,3,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/culinary-arts-4fdb0a23-0336-4e54-abf8-b34a1079c4cf
TU Shannon,Culinary Arts,BA,,3,N/A,"Limerick, Ireland",https://www.study.eu/university/tu-shannon/ba-culinary-arts
Technological University Dublin,Culinary Arts,BA (Hons),,4,N/A,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/ba-hons-culinary-arts
St. Ignatius of Loyola College,Culinary Arts,Bachelor,,3,N/A,"Kaunas, Lithuania",https://www.study.eu/university/st-ignatius-of-loyola-college/bachelor-culinary-arts
Munster Technological University,Culinary Entrepreneurship,Bachelor,,,N/A,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/culinary-entrepreneurship
TU Shannon,Culinary Entrepreneurship,BA (Hons),,4,N/A,"Athlone, Ireland + 1 more campus",https://www.study.eu/university/tu-shannon/ba-hons-culinary-entrepreneurship
Technological University Dublin,Culinary Innovation & Food Product Development,MSc,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/msc-culinary-innovation-food-product-development
UvA University of Amsterdam,Cultural Analysis (Arts and Culture),Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-cultural-analysis-arts-and-culture
University of Aberdeen,Cultural and Creative Communication,MSc,17589,1,N/A,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/cultural-and-creative-communication
University of Sussex,Cultural and Creative Industries,MA,,,N/A,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/ma-cultural-and-creative-industries
University of Westminster,Cultural and Critical Studies,MA,24219,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/ma-cultural-and-critical-studies
University of Latvia,Cultural and Social Anthropology,Bachelor,,3,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/cultural-and-social-anthropology
University of Latvia,Cultural and Social Anthropology,Master,,2,N/A,"Riga, Latvia",https://www.study.eu/university/university-of-latvia/cultural-and-social-anthropology-3427
UvA University of Amsterdam,Cultural and Social Anthropology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-cultural-and-social-anthropology
UvA University of Amsterdam,Cultural and Social Anthropology: Applied Anthropology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-cultural-and-social-anthropology-applied-anthropology
University of Zurich,Cultural and Social Anthropology (Individual doctorate),PhD,,,N/A,"Zurich, Switzerland",https://www.study.eu/university/university-of-zurich/cultural-and-social-anthropology-individual-doctorate
UvA University of Amsterdam,Cultural and Social Anthropology: Visual Anthropology,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-cultural-and-social-anthropology-visual-anthropology
University of Miskolc,Cultural Anthropology,MA,,2,N/A,"Miskolc, Hungary",https://www.study.eu/university/university-of-miskolc/cultural-anthropology
VU Amsterdam,Cultural Anthropology and Development Sociology,Bachelor,,3,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/bachelor-cultural-anthropology-and-development-sociology
UvA University of Amsterdam,Cultural Anthropology and Development Sociology,Bachelor,,3,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/bachelor-cultural-anthropology-and-development-sociology-284
KU Leuven,Cultural Anthropology and Development Studies,AdvM,,1,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/advm-cultural-anthropology-and-development-studies
University of Gdansk,Cultural Communication,BA,,3,N/A,"Gdansk, Poland",https://www.study.eu/university/university-of-gdansk/ba-cultural-communication
King's College London,Cultural & Creative Industries,MA,,1,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/cultural-creative-industries
Neoma Business School,Cultural & Creative Industries,MSc,,1,N/A,"Rouen, France",https://www.study.eu/university/neoma-business-school/cultural-creative-industries-19902
UvA University of Amsterdam,Cultural Data & AI,Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-cultural-data-ai
Maynooth University,Cultural Differences & Transnational Processes(Creole),MA,,,N/A,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/cultural-differences-transnational-processes-creole
Babes-Bolyai University,Cultural Diplomacy and International Relations,Master,,,N/A,"Cluj-Napoca, Romania",https://www.study.eu/university/babes-bolyai-university/cultural-diplomacy-and-international-relations
Roskilde University (RUC),Cultural Encounters and English,Master,,2,N/A,"Roskilde, Denmark",https://www.study.eu/university/roskilde-university-ruc/cultural-encounters-and-english
Roskilde University (RUC),Cultural Encounters and International Development Studies,Master,,2,N/A,"Roskilde, Denmark",https://www.study.eu/university/roskilde-university-ruc/cultural-encounters-and-international-development-studies
"Dún Laoghaire Institute of Art, Design and Technology (IADT)",Cultural Event Management,Master,,,N/A,"Dublin, Ireland",https://www.study.eu/university/dun-laoghaire-institute-of-art-design-and-technology-iadt/master-cultural-event-management
De Montfort University,Cultural Events Management,MSc,,1,N/A,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/cultural-events-management
University of Groningen,Cultural Geography,MSc,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/msc-cultural-geography
University of Primorska,Cultural Heritage,Bachelor,,3,N/A,"Koper, Slovenia",https://www.study.eu/university/university-of-primorska/bachelor-cultural-heritage
Estonian Academy of Arts (EKA),Cultural Heritage and Conservation,PhD,,,N/A,"Tallinn, Estonia",https://www.study.eu/university/estonian-academy-of-arts-eka/phd-cultural-heritage-and-conservation
University of Applied Arts Vienna,Cultural Heritage Conservation and Management,MA,,1.5,N/A,"Vienna, Austria",https://www.study.eu/university/university-of-applied-arts-vienna/ma-cultural-heritage-conservation-and-management
University of Milan,Cultural heritage conservation science,Master,,2,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/master-cultural-heritage-conservation-science
University of Southampton,Cultural Heritage Studies,MA,,,N/A,"Southampton, United Kingdom",https://www.study.eu/university/university-of-southampton/ma-cultural-heritage-studies-4847
Aberystwyth University,"Cultural Heritage Studies: Libraries, Archives and Museums",BA (Hons),54896,3,N/A,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/cultural-heritage-studies-libraries-archives-and-museums
American University of Rome,Cultural Heritage: Sustainability & Community,MA,23453,1,N/A,"Rome, Italy",https://www.study.eu/university/american-university-of-rome/ma-cultural-heritage-sustainability-community
University of Groningen,Cultural Leadership (Research),MA,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-cultural-leadership-research
Estonian Academy of Music and Theatre,Cultural Management,Master,,,N/A,"Tallinn, Estonia",https://www.study.eu/university/estonian-academy-of-music-and-theatre/master-cultural-management
HUMAK University of Applied Sciences,Cultural Management In Finland,Bachelor,,,N/A,"Helsinki, Finland",https://www.study.eu/university/humak-university-of-applied-sciences/cultural-management-in-finland
University of Jyväskylä,Cultural Policy,Master,,,N/A,"Jyväskylä, Finland",https://www.study.eu/university/university-of-jyvaskyla/cultural-policy
University College Dublin (UCD),Cultural Policy & Arts Management,MA,,1,N/A,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/cultural-policy-arts-management
University of Trás-os-Montes and Alto Douro,Cultural Sciences,Master,,,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/master-cultural-sciences
University of Trás-os-Montes and Alto Douro,Cultural Sciences,PhD,,,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/phd-cultural-sciences
University of Santiago de Compostela,Cultural Services,Master,4338,1,N/A,"Santiago de Compostela, Spain",https://www.study.eu/university/university-of-santiago-de-compostela/cultural-services
University of Southern Denmark (SDU),"Cultural Sociology in Law, Power and Social Justice",Master,,2,N/A,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/cultural-sociology-in-law-power-and-social-justice
University of Southern Denmark (SDU),Cultural Sociology in Social Transformation Processes,Master,,2,N/A,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/cultural-sociology-in-social-transformation-processes
Adam Mickiewicz University Poznan (UAM),Cultural Studies,MA,,2,N/A,"Poznan, Poland",https://www.study.eu/university/adam-mickiewicz-university-poznan-uam/ma-ethnology-cultural-differences-and-transnational-process-
KU Leuven,Cultural Studies,MA,,1,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/cultural-studies-21462
Malmö University,Culture and Change – Critical Studies in the Humanities (Two-Year),Master,21031,,N/A,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-culture-and-change-critical-studies-in-the-humanities
University of Galway,Culture and Colonialism,MA,,1,N/A,"Galway, Ireland",https://www.study.eu/university/university-of-galway/culture-and-colonialism
London School of Economics and Political Science (LSE),Culture and Conflict in a Global Europe,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-culture-and-conflict-in-a-global-europe
University of Trás-os-Montes and Alto Douro,Culture and Digital Transformation,Bachelor,,3,N/A,"Vila Real, Portugal",https://www.study.eu/university/university-of-tras-os-montes-and-alto-douro/bachelor-culture-and-digital-transformation
University of Cologne,Culture and Environment in Africa,MA,,,N/A,"Cologne, Germany",https://www.study.eu/university/university-of-cologne/culture-and-environment-in-africa
London School of Economics and Political Science (LSE),Culture and Society,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/london-school-of-economics-and-political-science-lse/msc-culture-and-society
Marijampolė College,Culture and Sport Management,Bachelor,,3,N/A,"Marijampolė, Lithuania",https://www.study.eu/university/marijampole-college/culture-and-sport-management
Aalborg University (AAU),"Culture, Communication and Globalisation",Master,,2,N/A,"Aalborg, Denmark",https://www.study.eu/university/aalborg-university-aau/culture-communication-and-globalisation
University of the Arts London,"Culture, Criticism and Curation",BA (Hons),,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/culture-criticism-and-curation
University of the Arts London,"Culture, Criticism and Curation",MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/culture-criticism-and-curation-22258
University of Westminster,"Culture, Environment and Social Change",BA (Hons),71042,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/ba-hons-culture-environment-and-social-change
Europa-Universität Flensburg,Culture – Language – Media,MA,,2,N/A,"Flensburg, Germany",https://www.study.eu/university/europa-universitat-flensburg/ma-culture-language-media
King's College London,"Culture, Media & Creative Industries",BA (Hons),,3,N/A,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/culture-media-creative-industries
VU Amsterdam,"Culture, Organization and Management",Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-culture-organization-and-management
Northeastern University London,"Culture, Technology & Global Challenges",BA (Hons),93041,3,N/A,"London, United Kingdom",https://www.study.eu/university/northeastern-university-london/ba-hons-culture-technology-global-challenges
"Goldsmiths, University of London",Curating,BA (Hons),,3,N/A,"London, United Kingdom",https://www.study.eu/university/goldsmiths-university-of-london/curating
University of Essex,Curating,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-curating
University of Essex,Curating,MA,30610,1,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ma-curating-29269
University of Essex,Curating,PhD,79317,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/phd-curating
University of the Arts London,Curating and Collections,MSc,,1,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-the-arts-london/curating-and-collections
UvA University of Amsterdam,Curating Art and Cultures (Heritage Studies),Master,,1,N/A,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-curating-art-and-cultures-heritage-studies
University of Essex,"Curating, Heritage and Human Rights",BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-curating-heritage-and-human-rights
University of Essex,Curating with History,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-curating-with-history
University of Essex,Curating with Placement,MA,61220,2,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ma-curating-with-placement
University of Essex,Curating with Politics,BA,82647,3,N/A,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/ba-curating-with-politics
University for the Creative Arts,Curation,MA,,1,N/A,"Farnham, United Kingdom",https://www.study.eu/university/university-for-the-creative-arts/curation
University of Dundee,Curatorial Practice (Art & Design),Master,,1,N/A,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/master-curatorial-practice-art-design
Glasgow School of Art,Curatorial Practice (Contemporary Art),MLitt,,1,N/A,"Glasgow, United Kingdom",https://www.study.eu/university/glasgow-school-of-art/curatorial-practice-contemporary-art
University of Groningen,Curatorial Studies,MA,,1,N/A,"Groningen, Netherlands",https://www.study.eu/university/university-of-groningen/ma-curatorial-studies
Pompeu Fabra University,"Current Democracies: Nationalism, Federalism and Multiculturalism",Master,7903,1,N/A,"Barcelona, Spain",https://www.study.eu/university/pompeu-fabra-university/current-democracies-nationalism-federalism-and-multicultural
IE University,Customer Experience And Innovation,Master,,0.83,N/A,"Segovia, Spain",https://www.study.eu/university/ie-university/customer-experience-and-innovation
Middlesex University London,Cybercrime and Digital Investigation,MSc,18164,1,N/A,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/cybercrime-and-digital-investigation
South East Technological University,Cybercrime and IT Security,BSc (Hons),,4,N/A,"Carlow, Ireland",https://www.study.eu/university/south-east-technological-university/cybercrime-and-it-security
VSB - Technical University of Ostrava,Cybernetics,PhD,,4,N/A,"Ostrava, Czech Republic",https://www.study.eu/university/vsb-technical-university-of-ostrava/phd-cybernetics
University of Greenwich,Cybernetics,BEng (Hons),65189,3,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/beng-hons-cybernetics
University of Greenwich,Cybernetics,MEng,86919,4,N/A,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/meng-cybernetics
Czech Technical University in Prague,Cybernetics and Robotics,MSc,,2,N/A,"Prague, Czech Republic",https://www.study.eu/university/czech-technical-university-in-prague/msc-cybernetics-and-robotics
USI Università della Svizzera italiana,Cyber-Physical and Embedded Systems,MSc,,,N/A,"Lugano, Switzerland",https://www.study.eu/university/usi-universita-della-svizzera-italiana/cyber-physical-and-embedded-systems
AGH University of Science and Technology,Cyber-Physical Systems,MSc,,1.5,N/A,"Cracow, Poland",https://www.study.eu/university/agh-university-of-science-and-technology/cyber-physical-systems
University Politehnica of Bucharest,Cyber Physical Systems Materials,Master,,,N/A,"Bucharest, Romania",https://www.study.eu/university/university-politehnica-of-bucharest/cyber-physical-systems-materials
Atlantic Technological University,Cyberpsychology,MSc,,1,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/msc-cyberpsychology
Atlantic Technological University,Cyberpsychology,BSc (Hons),,4,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-hons-cyberpsychology
"Dún Laoghaire Institute of Art, Design and Technology (IADT)",Cyberpsychology,MSc,,,N/A,"Dublin, Ireland",https://www.study.eu/university/dun-laoghaire-institute-of-art-design-and-technology-iadt/msc-cyberpsychology-25835
AIHE Academic Institute for Higher Education,Cyber Psychology of Online Communication,MSc,,1.5,N/A,"Lübeck, Germany",https://www.study.eu/university/aihe-academic-institute-for-higher-education/msc-cyber-psychology-of-online-communication
University College Cork (UCC),Cyber Risk for Business,MSc,,1,N/A,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/cyber-risk-for-business
Tallinn University of Technology (TalTech),Cybersecurity,MSc,14071,2,N/A,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university-of-technology-taltech/msc-cybersecurity
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Cybersecurity,Bachelor,,4,N/A,"Moscow, Russia",https://www.study.eu/university/national-research-nuclear-university-mephi-moscow-engineering-physics-institute/cybersecurity
Munster Technological University,Cybersecurity,MSc,,,N/A,Ireland – programme delivered online,https://www.study.eu/university/munster-technological-university/cybersecurity-75fd5f6b-a729-482e-b0fd-6175c9f8d7d2
Atlantic Technological University,Cybersecurity,MSc,,1,N/A,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/cybersecurity-3abf3114-3d1b-435a-83da-ec0109385d50
Sapienza University of Rome,Cybersecurity,Master,2345,2,N/A,"Rome, Italy",https://www.study.eu/university/sapienza-university-of-rome/cybersecurity-14701
University of Pisa,Cybersecurity,MSc,,,N/A,"Pisa, Italy",https://www.study.eu/university/university-of-pisa/cybersecurity-9e500752-5d4d-48e1-83bd-2f112afcbd0b
University of Padua,Cybersecurity,Master,,2,N/A,"Padua, Italy",https://www.study.eu/university/university-of-padua/cybersecurity-387fc6d8-5f1a-4047-80a9-cfcac4b6e929
IE University,Cybersecurity,Master,,0.83,N/A,"Segovia, Spain",https://www.study.eu/university/ie-university/cybersecurity-07cf5d4d-c2e5-49cb-b704-3e0d8068cddb
Polytechnic University of Catalonia,Cybersecurity,Master,5747,1,N/A,"Barcelona, Spain",https://www.study.eu/university/polytechnic-university-of-catalonia/cybersecurity-82b20bee-2c32-4572-a631-042c84ea4787
University West,Cybersecurity,MSc,,1,N/A,"Trollhättan, Sweden",https://www.study.eu/university/university-west/cybersecurity-20044
Technical University of Košice,Cybersecurity,Bachelor,,3,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/cybersecurity-21276
Technical University of Košice,Cybersecurity,Master,,2,N/A,"Košice, Slovakia",https://www.study.eu/university/technical-university-of-kosice/cybersecurity-21286
KU Leuven,Cybersecurity,AdvM,,1,N/A,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/advm-cybersecurity
Instituto Politécnico de Viana do Castelo,Cybersecurity,Master,,2,N/A,"Viana do Castelo, Portugal",https://www.study.eu/university/instituto-politecnico-de-viana-do-castelo/master-cybersecurity-25141
Saarland University,Cybersecurity,MSc,,,N/A,"Saarbrücken, Germany",https://www.study.eu/university/saarland-university/msc-cybersecurity-27161
European University Cyprus,Cybersecurity,MSc,,1.5,N/A,"Nicosia, Cyprus",https://www.study.eu/university/european-university-cyprus/msc-cybersecurity-27986
University of West Attica,Cybersecurity,MSc,,1.5,N/A,"Athens, Greece",https://www.study.eu/university/university-of-west-attica/msc-cybersecurity-9d8d731a-061b-4ea5-b066-221962d88035
