university_name,program_name,degree,tuition_fee_usd_total,program_duration,global_ranking,university_location,url
University of Szeged,International Economy and Business,MSc,"12,923 USD in total (students from outside EU/EEA)",N/A,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/msc-international-economy-and-business
International Graduate Center,International MBA - Focus International Sustainable Risk Management,MBA,"21,353 USD in total (students from outside EU/EEA)",1.5 years,N/A,"Bremen, Germany + 1 more campus",https://www.study.eu/university/international-graduate-center/mba-international-mba-focus-international-sustainable-risk-m
Anglo-American University,International Relations and Diplomacy,MA,"24,453 USD in total (students from outside EU/EEA)",N/A,N/A,"Prague, Czech Republic",https://www.study.eu/university/anglo-american-university/ma-international-relations-and-diplomacy
Modul University Vienna,International Tourism Management (Specializations available),MSc,"32,309 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/msc-international-tourism-management-specializations-availab
Vilnius University,Laser Physics and Optical Technologies,Master,"15,000 USD in total (students from outside EU/EEA)",2 years (120 ECTS),N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-laser-physics-and-optical-technologies
Modul University Vienna,Management (Specializations available),MSc,"32,309 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/msc-management-specializations-available
Modul University Vienna,Master of Business Administration with Specializations,MBA,"38,078 USD in total (students from outside EU/EEA)",1.5 years (90 ECTS) full-time,N/A,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/mba-master-of-business-administration-with-specializations
Chalmers University of Technology,Materials Chemistry,MSc,"33,947 USD in total (students from outside EU/EEA)",N/A,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-materials-chemistry
International Graduate Center,MBA in Executive Management (for Engineers),MBA,"19,501 USD in total (students from outside EU/EEA)",1.5 years,N/A,"Bremen, Germany",https://www.study.eu/university/international-graduate-center/mba-mba-in-executive-management-for-engineers
Vilnius University,Medicine,B+M,"97,620 USD in total (students from outside EU/EEA)",6 years (360 ECTS) full-time,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/b-m-medicine
University of Twente,Nanotechnology,MSc,N/A,2 years full-time,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-nanotechnology
Vilnius University,Nursing,Bachelor,"27,693 USD in total (students from outside EU/EEA)",4 years (240 ECTS) full-time,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/bachelor-nursing
University of Szeged,Pharmacy,Master,"28,847 USD in total (students from outside EU/EEA)",N/A,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/master-pharmacy-11282
Central European University (CEU),"Philosophy, Politics and Economics",BA,"41,540 USD in total (students from outside EU/EEA)",3 years (180 ECTS) full-time,N/A,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ba-philosophy-politics-and-economics
Vilnius University,Politics of Global Challenges,Bachelor,"14,659 USD in total (students from outside EU/EEA)",4 years (240 ECTS) full-time,N/A,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/bachelor-politics-of-global-challenges
University of Szeged,Study of Religions,MA,"8,769 USD in total (students from outside EU/EEA)",N/A,N/A,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/ma-study-of-religions
SRH University,Sustainable Battery Production Engineering (dual),MEng,"29,770 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/meng-sustainable-battery-production-engineering-dual
Windesheim University of Applied Sciences,Sustainable Business and Innovations,BBA,"43,003 USD in total (students from outside EU/EEA)",4 years (240 ECTS) full-time,N/A,"Zwolle, Netherlands",https://www.study.eu/university/windesheim-university-of-applied-sciences/bba-sustainable-business-and-innovations
Chalmers University of Technology,Sustainable Energy Systems,MSc,"29,704 USD in total (students from outside EU/EEA)",N/A,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-sustainable-energy-systems-7990
HAMK Häme University of Applied Sciences,Sustainable Forest Management,Bachelor,"44,771 USD in total (students from outside EU/EEA)",4 years (240 ECTS) full-time,N/A,"Hämeenlinna, Finland",https://www.study.eu/university/hamk-hame-university-of-applied-sciences/bachelor-sustainable-forest-management
KTH Royal Institute of Technology,"Technology, Work and Health",Master,N/A,2 years (120 ECTS) full-time,N/A,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-technology-work-and-health
Modul University Vienna,"Tourism, Hotel Management and Operations (New York Extension available)",BBA,"83,081 USD in total (students from outside EU/EEA)",4 years (240 ECTS) full-time,N/A,"Vienna, Austria",https://www.study.eu/university/modul-university-vienna/bba-tourism-hotel-management-and-operations-new-york-extensi
SRH University,User Experience Design and Content Creation,BA,"36,257 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany + 2 more campuses",https://www.study.eu/university/srh-university/ba-user-experience-design-and-content-creation
"Konstfack University of Arts, Crafts and Design",Visual Communication,MFA,N/A,2 years (120 ECTS) full-time,N/A,"Stockholm, Sweden",https://www.study.eu/university/konstfack-university-of-arts-crafts-and-design/mfa-visual-communication
SRH University,Water Technology,MEng,"21,211 USD in total (students from outside EU/EEA)",N/A,N/A,"Heidelberg, Germany",https://www.study.eu/university/srh-university/meng-water-technology
SRH University,Web Development,BSc,"36,257 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/bsc-web-development
SRH University,World Music,BA,"34,530 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany",https://www.study.eu/university/srh-university/ba-world-music
Lancaster University Leipzig,Accounting and Finance,BSc (Hons),"59,714 USD in total (students from outside EU/EEA)",N/A,N/A,"Leipzig, Germany",https://www.study.eu/university/lancaster-university-leipzig/bsc-hons-accounting-and-finance
Vytautas Magnus University,Agronomy,Master,"12,780 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-agronomy
Radboud University,American Studies,BA,"47,747 USD in total (students from outside EU/EEA)",3 years (180 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-american-studies-5850
Radboud University,Anthropology and Development Studies,MSc,"21,777 USD in total (students from outside EU/EEA)",1 year (60 ECTS) full-time,N/A,"Nijmegen, Netherlands + 1 more campus",https://www.study.eu/university/radboud-university/msc-anthropology-and-development-studies
SRH University,Applied Data Science and AI - AI-Driven Bioinformatics and Life Sciences,MSc,N/A,N/A,N/A,"Munich, Germany",https://www.study.eu/university/srh-university/msc-applied-data-science-and-ai-ai-driven-bioinformatics-and
SRH University,Applied Data Science and Artificial Intelligence,MSc,"23,897 USD in total (students from outside EU/EEA)",N/A,N/A,"Heidelberg, Germany",https://www.study.eu/university/srh-university/msc-applied-data-science-and-artificial-intelligence
Vrije Universiteit Brussel (VUB),Applied Informatics: Artificial Intelligence and Data Science,MSc,"4,177 USD in total (students from outside EU/EEA)",N/A,N/A,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-applied-informatics-artificial-intelligence-and-data-sci
University of Twente,Applied Mathematics,MSc,N/A,2 years full-time,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-applied-mathematics-15060
SRH University,Applied Mechatronic Systems,BEng,"36,832 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/beng-applied-mechatronic-systems
University of Twente,Applied Physics,MSc,N/A,2 years full-time,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-applied-physics-15069
University of Cambridge,Archaeology,MPhil,N/A,10 months full-time,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-archaeology
Radboud University,Art and Visual Culture,MA,"34,762 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-art-and-visual-culture-12020
Radboud University,Artificial Intelligence,BSc,"61,649 USD in total (students from outside EU/EEA)",3 years (180 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-artificial-intelligence-5869
Radboud University,Artificial Intelligence,MSc,"45,496 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-artificial-intelligence-12269
EU Business School,Artificial Intelligence for Business,Master,"18,000 USD in total (students from outside EU/EEA)",1 year,N/A,"Barcelona, Spain + 2 more campuses",https://www.study.eu/university/eu-business-school/master-artificial-intelligence-for-business
Vilnius University,Art Management,Master,"9,519 USD in total (students from outside EU/EEA)",1.5 years (90 ECTS) full-time,N/A,"Kaunas, Lithuania",https://www.study.eu/university/vilnius-university/master-art-management
Radboud University,Arts and Culture,MA,"21,777 USD in total (students from outside EU/EEA)",1 year (60 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-arts-and-culture
Radboud University,Arts and Culture Studies,BA,"47,747 USD in total (students from outside EU/EEA)",3 years (180 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-arts-and-culture-studies
University of Cambridge,Asia and Middle Eastern Studies (East Asian Popular Culture Across Time),MPhil,N/A,11 months full-time,N/A,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-asia-and-middle-eastern-studies-east-asian-popular-cul
SRH University,Audio Design,BA,"36,372 USD in total (students from outside EU/EEA)",N/A,N/A,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/ba-audio-design
Radboud University,Behavioural Science (Research),MSc,"34,762 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-behavioural-science-research
Radboud University,Biology,BSc,"61,649 USD in total (students from outside EU/EEA)",3 years (180 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-biology-15032
Radboud University,Biology,MSc,"45,496 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biology-5857
University of Twente,Biomedical Engineering,MSc,N/A,2 years full-time,N/A,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-biomedical-engineering-15051
Radboud University,Biomedical Sciences,MSc,"45,496 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biomedical-sciences-5887
Malmö University,Biomedical Surface Science (Two-Year),Master,"41,904 USD in total (students from outside EU/EEA)",N/A,N/A,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-biomedical-surface-science-two-year
Chalmers University of Technology,Biotechnology: Biomolecular science and technology,MSc,"29,704 USD in total (students from outside EU/EEA)",N/A,N/A,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-biotechnology-biomolecular-science-and-technology
Radboud University,Business Administration,MSc,"21,777 USD in total (students from outside EU/EEA)",1 year (60 ECTS) full-time,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-5861
Radboud University,Business Administration: Innovation and Entrepreneurship,MSc,"13,236 USD in total (students from outside EU/EEA)",N/A,N/A,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-innovation-and-entrepreneurship
TSI Transport and Telecommunication Institute,Business and Management,Master,"10,385 USD in total (students from outside EU/EEA)",2 years (120 ECTS) full-time / part-time,N/A,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/master-business-and-management
