university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url
Radboud University,Arts and Culture,MA,21777.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-arts-and-culture
Radboud University,Arts and Culture Studies,BA,47747.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-arts-and-culture-studies
University of Cambridge,Asia and Middle Eastern Studies (East Asian Popular Culture Across Time),MPhil,,0.92,4,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-asia-and-middle-eastern-studies-east-asian-popular-cul
SRH University,Audio Design,BA,36372.0,,6422,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/ba-audio-design
Radboud University,Behavioural Science (Research),MSc,34762.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-behavioural-science-research
Radboud University,Biology,BSc,61649.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-biology-15032
Radboud University,Biology,MSc,45496.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biology-5857
University of Twente,Biomedical Engineering,MSc,,2.0,257,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-biomedical-engineering-15051
Radboud University,Biomedical Sciences,MSc,45496.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-biomedical-sciences-5887
Malmö University,Biomedical Surface Science (Two-Year),Master,41904.0,,1359,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-biomedical-surface-science-two-year
Chalmers University of Technology,Biotechnology: Biomolecular science and technology,MSc,29704.0,,270,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-biotechnology-biomolecular-science-and-technology
Radboud University,Business Administration,MSc,21777.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-5861
Radboud University,Business Administration: Innovation and Entrepreneurship,MSc,13236.0,,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-business-administration-innovation-and-entrepreneurship
TSI Transport and Telecommunication Institute,Business and Management,Master,10385.0,2.0,N/A,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/master-business-and-management
SRH University,Business Engineering,BEng,36832.0,,6422,"Heidelberg, Germany",https://www.study.eu/university/srh-university/beng-business-engineering
Vrije Universiteit Brussel (VUB),Business Engineering: Business & Technology,MSc,9886.0,,540,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-business-engineering-business-technology
Radboud University,Business Law,LLM,21777.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/llm-business-law
EU Business School,Business (Law),BA (Hons),,,6343,"Munich, Germany",https://www.study.eu/university/eu-business-school/ba-hons-business-law
Vytautas Magnus University,Business Logistics,Master,7972.0,1.5,1462,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-business-logistics
EU Business School,Business Management (Finance),BA (Hons),46733.0,,6343,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/ba-hons-business-management-finance
EU Business School,Business Management (International Business),BA (Hons),46733.0,,6343,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/ba-hons-business-management-international-business
University of Twente,Chemical Science & Engineering,BSc,,3.0,257,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/bsc-chemical-science-engineering
Radboud University,Chemistry,BSc,61649.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-chemistry
SRH University,Classical Music,BMus,34530.0,,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/bmus-classical-music
SRH University,Classical Music,MMus,42694.0,,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/mmus-classical-music
Radboud University,Cognitive Neuroscience (Research),MSc,44365.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-cognitive-neuroscience-research
Radboud University,Communication and Information Studies: Global Communication and Diversity,MA,21777.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ma-communication-and-information-studies-global-communicatio
Chalmers University of Technology,Complex Adaptive Systems,MSc,29704.0,,270,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-complex-adaptive-systems
TSI Transport and Telecommunication Institute,Computer Engineering and Electronics,BEng,18000.0,4.0,N/A,"Riga, Latvia",https://www.study.eu/university/tsi-transport-and-telecommunication-institute/beng-computer-engineering-and-electronics
Vilnius University,Computer Modeling,Master,10385.0,1.5,648,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-university/master-computer-modeling
University of Szeged,Computer Science,BSc,,,646,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/bsc-computer-science-24940
SRH University,Computer Science,BSc,36174.0,,6422,"Berlin, Germany + 4 more campuses",https://www.study.eu/university/srh-university/bsc-computer-science-19822
University of Twente,Computer Science,MSc,,2.0,257,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/msc-computer-science-15067
Chalmers University of Technology,"Computer Science - Algorithms, Languages and Logic",MSc,29704.0,,270,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-computer-science-algorithms-languages-and-logic
Radboud University,Computing Science,BSc,61649.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-computing-science
Radboud University,Computing Science,MSc,45496.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science
Radboud University,Computing Science: Cyber Security,MSc,45496.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science-cyber-security
Radboud University,Computing Science: Data Science and AI,MSc,45496.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-computing-science-data-science-and-ai
HAMK Häme University of Applied Sciences,Construction Engineering,BEng,44771.0,4.0,N/A,"Hämeenlinna, Finland",https://www.study.eu/university/hamk-hame-university-of-applied-sciences/beng-construction-engineering
SRH University,Creative Industries Management,BA,36257.0,,6422,"Berlin, Germany + 1 more campus",https://www.study.eu/university/srh-university/ba-creative-industries-management
Malmö University,Criminology,Master,24930.0,,1359,"Malmö, Sweden",https://www.study.eu/university/malmo-university/master-criminology
Radboud University,Crop Biotechnology and Engineering,MSc,57926.0,2.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-crop-biotechnology-and-engineering-5878
Chalmers University of Technology,Data Science and AI,MSc,29704.0,,270,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-data-science-and-ai
University of Szeged,Dental Medicine,Master,36539.0,,646,"Szeged, Hungary",https://www.study.eu/university/university-of-szeged/master-dental-medicine
EU Business School,Digital Communication,BA,46733.0,,6343,"Barcelona, Spain + 2 more campuses",https://www.study.eu/university/eu-business-school/ba-digital-communication
Radboud University,Economics,MSc,21777.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-economics
Radboud University,Economics and Business Economics,BSc,47747.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/bsc-economics-and-business-economics-5873
Silesian University - School of Business Administration,Economics and Management,Bachelor,8654.0,3.0,N/A,"Karvina, Czech Republic",https://www.study.eu/university/silesian-university-school-of-business-administration/bachelor-economics-and-management-24857
Silesian University - School of Business Administration,Economics and Management,Master,5769.0,2.0,N/A,"Karvina, Czech Republic",https://www.study.eu/university/silesian-university-school-of-business-administration/master-economics-and-management-24858
Central European University (CEU),"Economics, Data, and Policy (1 Year)",MA,13846.0,1.0,N/A,"Vienna, Austria",https://www.study.eu/university/central-european-university-ceu/ma-economics-data-and-policy-1-year
Vytautas Magnus University,Educational Management,Master,12780.0,2.0,1462,"Kaunas, Lithuania",https://www.study.eu/university/vytautas-magnus-university/master-educational-management
Vrije Universiteit Brussel (VUB),Educational Sciences,MSc,8354.0,,540,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-educational-sciences
Radboud University,Education in Museums and Heritage,MA,,2.0,226,"Nijmegen, Netherlands + 1 more campus",https://www.study.eu/university/radboud-university/ma-education-in-museums-and-heritage
SRH University,Electrical Engineering,BEng,36832.0,,6422,"Heidelberg, Germany",https://www.study.eu/university/srh-university/beng-electrical-engineering-19836
FH Joanneum,Embedded Systems Engineering,MSc,3355.0,2.0,N/A,"Graz, Austria",https://www.study.eu/university/fh-joanneum/msc-embedded-systems-engineering
SRH University,"Engineering for Renewable Energy, Water and Waste Management",MEng,32078.0,2.0,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/meng-engineering-for-renewable-energy-water-and-waste-manage
Chalmers University of Technology,Engineering Mathematics and Computational Science,MSc,29704.0,,270,"Gothenburg, Sweden",https://www.study.eu/university/chalmers-university-of-technology/msc-engineering-mathematics-and-computational-science
KTH Royal Institute of Technology,Engineering Mechanics,Master,,2.0,150,"Stockholm, Sweden",https://www.study.eu/university/kth-royal-institute-of-technology/master-engineering-mechanics
Radboud University,English Language and Culture,BA,47747.0,3.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/ba-english-language-and-culture
EU Business School,Entrepreneurship,MBA,,,6343,"Barcelona, Spain",https://www.study.eu/university/eu-business-school/mba-entrepreneurship
Radboud University,Environment and Society Studies,MSc,29342.0,1.0,226,"Nijmegen, Netherlands",https://www.study.eu/university/radboud-university/msc-environment-and-society-studies
Malmö University,"European Studies - Politics, Societies and Cultures",Bachelor,30765.0,,1359,"Malmö, Sweden",https://www.study.eu/university/malmo-university/bachelor-european-studies-politics-societies-and-cultures
SRH University,Executive MBA General Management,MBA,17265.0,,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/mba-executive-mba-general-management
EU Business School,Fashion and Luxury Business,Master,,,6343,"Barcelona, Spain + 2 more campuses",https://www.study.eu/university/eu-business-school/master-fashion-and-luxury-business
SRH University,Film and Motion Design,BA,36257.0,,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/ba-film-and-motion-design
University of Cambridge,Film and Screen Studies,MPhil,,0.75,4,"Cambridge, United Kingdom",https://www.study.eu/university/university-of-cambridge/mphil-film-and-screen-studies
SRH University,"Film, Television and Digital Narratives",MA,24993.0,,6422,"Berlin, Germany",https://www.study.eu/university/srh-university/ma-film-television-and-digital-narratives
"Konstfack University of Arts, Crafts and Design",Fine Art,MFA,,2.0,7548,"Stockholm, Sweden",https://www.study.eu/university/konstfack-university-of-arts-crafts-and-design/mfa-fine-art-24785
Fulda University of Applied Sciences,Food Technology,BSc,,,5439,"Fulda, Germany",https://www.study.eu/university/fulda-university-of-applied-sciences/bsc-food-technology
University of Milan,Geophysics,MSc,,2.0,N/A,"Milan, Italy",https://www.study.eu/university/university-of-milan/msc-geophysics
Vrije Universiteit Brussel (VUB),Gerontological Sciences,MSc,8354.0,,540,"Brussels, Belgium",https://www.study.eu/university/vrije-universiteit-brussel-vub/msc-gerontological-sciences
